epoch,accuracy,loss,val_accuracy,val_loss
0,0.852483332157135,0.5483386516571045,0.9605000019073486,0.1347416788339615
1,0.9665833115577698,0.11103471368551254,0.9776999950408936,0.07204560935497284
2,0.9782166481018066,0.07305511832237244,0.98089998960495,0.057769954204559326
